Price,Date,Close,High,Low,Open,Volume
Ticker,,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS
31,2015-11-05,287.3042297363281,295.37145089213004,285.21270868427496,293.109208765743,3467567
32,2015-11-06,289.5664367675781,292.08478935802145,270.7002264188188,284.27367888704225,3373067
33,2015-11-09,286.1944274902344,289.0542511931711,273.8161667684617,285.17004323017545,3630757
34,2015-11-10,283.1212463378906,286.57862306764997,279.62117488186453,283.9749096121683,2421896
35,2015-11-13,285.0419921875,286.83470802869005,277.4869630397506,277.4869630397506,2780378
36,2015-11-16,286.6213073730469,289.651852355484,282.13951753327234,286.57861264833247,2697681
37,2015-11-17,285.55419921875,288.24327312078907,282.56634896305576,287.26155461045283,2173068
38,2015-11-18,285.0846252441406,292.08476672743024,283.80413059407925,286.8346750681511,2486993
39,2015-11-19,289.8652648925781,291.1030939251255,283.59075918775756,286.10908307070383,1983013
40,2015-11-20,291.40179443359375,293.9628123742261,285.127290361814,289.0114975326961,2315668
41,2015-11-23,289.3957214355469,295.54217151052626,287.6457003476192,291.6152688367368,2146374
42,2015-11-24,291.57257080078125,295.1153073068487,286.10903453221835,289.8225209998663,2882252
43,2015-11-26,292.08477783203125,295.0726277021439,290.2920621286882,291.95672258088143,8126680
44,2015-11-27,292.12750244140625,294.30435521455496,289.69451023337274,293.57874725896545,1460049
45,2015-11-30,285.4261169433594,293.6640878623405,284.4443985259157,292.81042470045526,7110699
46,2015-12-01,275.5235290527344,286.7920464459737,274.4137552043673,286.7920464459737,9058372
47,2015-12-02,275.65155029296875,277.9137924377689,270.1453475520107,277.700376639925,6804758
48,2015-12-03,272.7917175292969,278.7247510406113,271.89535974049124,274.88320940105154,4408535
49,2015-12-04,274.2856140136719,275.31002699275905,270.7428777540723,271.4685144541492,2941586
50,2015-12-07,273.2613220214844,276.5906436456148,272.02349286794094,274.2857064393834,2685214
51,2015-12-08,271.3405456542969,273.5600933628383,268.99294266928064,273.175927533414,4590607
52,2015-12-09,265.36474609375,271.04166914980505,263.0171437256332,270.82825338055585,5188413
53,2015-12-10,266.9013977050781,268.4380319803716,263.35866063053396,267.9685056436536,2341048
54,2015-12-11,264.2549743652344,268.9074844173599,262.50492457631856,268.9074844173599,2355955
55,2015-12-14,261.3525085449219,265.49282689846603,259.645153320167,262.07811644895634,3826300
56,2015-12-15,263.95623779296875,264.63917999942987,260.02933455900876,261.35255315051666,2623471
57,2015-12-16,273.47467041015625,274.8405545056972,264.2549816716311,265.49281051991807,4587498
58,2015-12-17,275.22467041015625,276.846664876852,273.21853913728853,274.02953637063644,4000133
59,2015-12-18,272.3648986816406,276.0783852520318,271.46854085107645,275.13933270329727,4544383
60,2015-12-21,273.9442138671875,275.95034541847684,270.61486394884554,272.70638494124535,3305363
61,2015-12-22,275.90765380859375,279.4077248358613,273.3466353931034,274.02957749141797,3705221
62,2015-12-23,283.7187805175781,284.14564103319054,276.761332786676,278.2979670488443,3980119
63,2015-12-24,288.9261779785156,290.0359516132609,280.56018099875246,283.6333914007002,2858615
64,2015-12-28,283.20660400390625,288.5420861330273,281.71266438273125,287.9018097774484,3336594
65,2015-12-29,286.1944274902344,287.04811958212224,282.1394984526886,284.1882958791855,2788729
66,2015-12-30,284.35906982421875,289.6945229960473,283.46271184134315,289.3957466372159,1726114
67,2015-12-31,290.5908203125,291.7432885945634,283.8041236760302,285.12731301138984,3275719
68,2016-01-01,290.67626953125,293.6641198294723,288.2432772235502,290.206743178551,1387248
69,2016-01-04,278.9808654785156,289.352993364665,274.0295502118268,288.54202499672937,3498169
70,2016-01-05,276.12103271484375,280.645516285171,274.02954088463804,279.1515770313814,2351113
71,2016-01-06,275.0539855957031,283.84681436412194,272.87710408394184,278.2125855158996,2678635
72,2016-01-07,275.1820373535156,278.12719254139887,270.273387560955,273.944208452042,3135368
73,2016-01-08,276.4625549316406,277.4016075919272,271.89540470631397,276.8467207216797,1999282
74,2016-01-11,274.15765380859375,276.59061715425,268.6514507844396,274.02959854202544,2795794
75,2016-01-12,269.2489929199219,277.82843528587426,267.7123875941673,274.8832509895282,3262399
76,2016-01-13,263.4440002441406,275.35276317314924,257.85243718431286,274.0295737157879,5044083
77,2016-01-14,263.57208251953125,266.3465169736456,256.52927402537284,261.9927823903321,3633282
78,2016-01-15,261.30987548828125,266.0904423393342,258.74885649998913,266.0904423393342,3572695
79,2016-01-18,256.3158264160156,263.52935510181794,250.85228982247,262.761052494945,4574694
80,2016-01-19,264.8952331542969,266.6879488312048,254.73652062061115,257.63900991594994,3707778
81,2016-01-20,264.2976989746094,267.9258256969384,258.49271934398854,263.3586751557631,5629713
82,2016-01-21,264.0415954589844,267.541666619107,259.21833477304386,267.2001955569882,3422136
83,2016-01-22,254.99264526367188,265.66358059599895,248.8888893317927,265.57822005087195,5904068
84,2016-01-25,253.9681854248047,256.91336939577917,249.74250679262488,255.97434575883722,3479687
85,2016-01-27,254.2243194580078,255.67556421890254,249.1022825261887,253.96820893950314,5644966
86,2016-01-28,248.7607879638672,252.55963503507505,246.15707502211617,251.23644565846635,7080505
87,2016-01-29,247.48028564453125,253.79748567050302,240.99236454528506,247.0534540549664,7373584
88,2016-02-01,253.19992065429688,254.3950838708671,248.5900755915934,249.44376773291225,4425387
89,2016-02-02,257.9805603027344,259.5171659537953,252.43166159730322,253.1999644228337,4808715
90,2016-02-03,255.93167114257812,257.6390263979959,252.81576586792733,256.6999737809215,5232930
91,2016-02-04,259.7304992675781,261.05368865255707,257.4682573351294,259.3463624300689,3411138
92,2016-02-05,262.2488708496094,263.35864453783097,257.85244191157545,257.8951077264279,2647351
93,2016-02-08,265.49285888671875,267.6270459482081,260.88301367764655,263.23061655464664,2753109
94,2016-02-09,266.55987548828125,268.0111200374425,262.0780866002283,263.78544163052817,3145945
95,2016-02-10,265.7489318847656,268.86486628399575,263.35866326617514,265.4928502583042,10180024
96,2016-02-11,263.52935791015625,269.3343656026604,259.90126062201614,260.370758009947,6520711
97,2016-02-12,277.0601501464844,281.7126611406508,262.50497772835314,266.7733518199749,4049410
98,2016-02-15,272.23681640625,281.6272253358234,270.1452957383255,280.4747571234057,5615585
99,2016-02-16,269.16363525390625,277.3589119227015,267.84044571447356,275.182059172378,2910959
100,2016-02-17,272.7917175292969,274.5417383907268,263.4439739147348,267.62698656461936,3974587
101,2016-02-18,274.2003173828125,275.82231220423137,269.8038881630512,275.7369516626779,2569038
102,2016-02-19,278.3406066894531,279.9626013396517,270.40144122267805,273.6027358036151,5961801
103,2016-02-22,280.9443359375,285.8956517999021,274.8832463688877,277.017433243841,3455165
104,2016-02-23,274.2856140136719,284.2736333331787,271.5538749758131,284.2736333331787,5437598
105,2016-02-24,276.54791259765625,277.9137968506488,271.16976503128296,271.5965966337482,2523354
106,2016-02-25,275.352783203125,277.8284412288973,271.46857508301065,277.4016096188773,9556967
107,2016-02-26,271.4258728027344,277.316212451055,270.6148754224471,277.316212451055,7064596
108,2016-02-29,269.3343505859375,275.18202376601073,267.2428297381533,270.6148452375185,3988625
109,2016-03-01,273.7734375,275.1393215495606,264.8525253677922,269.37700905536775,4830530
110,2016-03-02,278.5967102050781,279.79184434982926,274.0295604988889,274.8832236156573,3289694
111,2016-03-03,284.6151428222656,285.93833225933315,276.5905878538959,280.34676928526375,3265002
112,2016-03-04,281.0723876953125,287.3895877040062,279.23697717754914,283.41999033787704,2167900
113,2016-03-08,282.9931640625,285.1273509509339,278.93820608383777,281.2858087704771,2393678
114,2016-03-09,285.6394958496094,286.70660357055004,280.26134924889703,280.90162544401124,3430173
115,2016-03-10,287.0907897949219,289.1396161591796,282.5663343734938,283.46269229455913,1837525
116,2016-03-11,287.90179443359375,289.2249839873005,285.1273600618893,285.98102328198905,3018179
117,2016-03-14,290.88970947265625,291.95678862967924,283.2493186453902,286.1091139113188,2633043
118,2016-03-15,292.7250671386719,294.0909514715438,286.8347270861384,290.24940901193685,2309456
119,2016-03-16,288.96893310546875,294.3470813395345,286.3225248101515,291.3165361168601,4361912
120,2016-03-17,290.88970947265625,300.23742695115914,288.5847722432726,291.3592069579161,7155690
121,2016-03-18,293.920166015625,297.29218138404985,290.29204016427866,295.2006606174825,3951904
122,2016-03-21,301.90203857421875,303.05447798435233,292.9811261602784,294.51773131137406,2813415
123,2016-03-22,299.554443359375,304.50575933950154,294.2189904983234,302.9691540030415,4425316
124,2016-03-23,305.7862854003906,308.5180539362545,300.49349831534437,300.49349831534437,5116641
125,2016-03-28,298.6153869628906,308.17654681340287,296.09703452523445,306.3838311480804,4630593
126,2016-03-29,302.62762451171875,305.4020583075629,295.41406773614966,296.2250649707423,4073263
127,2016-03-30,302.0301208496094,306.6826607886925,299.72521269610604,303.05453410884917,4229163
128,2016-03-31,299.4691162109375,304.46312747083874,295.84101826718313,301.7740533790098,7926944
129,2016-04-01,286.36517333984375,298.9568785827152,283.5907391205872,298.9568785827152,4517171
130,2016-04-04,297.5055847167969,299.5543817754145,286.450486573774,286.450486573774,3434762
131,2016-04-05,282.1395263671875,295.79831212498397,280.90169728190324,295.79831212498397,5289842
132,2016-04-06,285.55419921875,289.865267969502,283.0358753090717,284.6578412514036,3037097
133,2016-04-07,282.7797546386719,287.09079432853184,281.072399308162,286.92007324867086,2415746
134,2016-04-08,285.6394958496094,288.0297928631619,277.95644166560936,283.3772829814542,2319546
135,2016-04-11,297.29217529296875,298.7860856311945,291.1030314583388,291.48716826847567,4524262
136,2016-04-12,298.87152099609375,300.9203184132518,293.79214990888386,297.2495262633656,3089585
137,2016-04-13,299.85321044921875,311.1643910440871,298.44463164806325,299.6824604855744,6614377
138,2016-04-18,306.8106689453125,309.88387934472576,300.66421924010876,303.0971822907071,2828391
139,2016-04-20,304.4630432128906,311.03632398279245,302.28616192396777,310.7375476907344,3250868
140,2016-04-21,304.9752502441406,306.4691895905246,299.6397980027893,305.4874712343872,2218219
141,2016-04-22,301.4324951171875,305.5728129706195,298.5726718478661,299.6397795743329,1460160
142,2016-04-25,306.4264831542969,310.7375510630456,302.45691516357067,302.45691516357067,3431082
143,2016-04-26,307.664306640625,310.5667957362724,303.3959335219965,305.14598326633154,2605766
144,2016-04-27,318.4633483886719,325.5915459959333,309.1582980457212,311.59126130550794,8618572
145,2016-04-28,318.1645202636719,328.66470316610094,316.2864152678106,327.34151385092594,10016684
146,2016-04-29,310.3960876464844,318.07917114335567,307.7496800148699,317.43889491436573,5411248
147,2016-05-02,305.44482421875,311.1644430960383,304.2496898988205,309.8839193268146,1745061
148,2016-05-03,314.4510803222656,316.2864619668819,305.6155564382228,305.6155564382228,4349238
149,2016-05-04,308.5606994628906,315.2193703780097,306.72531789163014,312.40224148724315,1883272
150,2016-05-05,302.54229736328125,312.4449285040744,300.1946948299211,309.45704971152344,2375047
151,2016-05-06,306.5545654296875,311.12171532013247,302.5423023688035,304.7618496870476,3196077
152,2016-05-09,313.1278991699219,314.0669229251875,305.78628567635224,307.5363068297318,2070741
153,2016-05-10,314.87786865234375,315.26203437989784,307.6216457961165,313.7254003760568,2932396
154,2016-05-11,306.3838195800781,322.21948366131875,304.7618250363241,311.16438487164817,5316307
155,2016-05-12,309.1156005859375,310.3534295662756,303.6520925273049,309.88390324504746,3224321
156,2016-05-13,302.96917724609375,309.0302674238089,301.34718233932176,309.0302674238089,4006032
157,2016-05-16,301.7313537597656,304.03629089047115,292.6824130513523,303.05454342037973,2996171
158,2016-05-17,299.8105163574219,306.46918682592604,297.59096917004587,303.9081686169248,2749594
159,2016-05-18,299.85321044921875,301.00567875809577,296.4385002400928,298.78610266897584,2421651
160,2016-05-19,294.3470764160156,301.1764695082271,293.15194201945303,299.85327983589303,2741126
161,2016-05-20,291.9140625,295.79829958906197,289.65184914917813,295.28607852368293,4199413
162,2016-05-23,295.2433776855469,297.71903545754714,291.52989102754646,295.968985566925,1842701
163,2016-05-24,294.6458435058594,296.18247786032344,291.7860484271297,295.2860909581633,2293594
164,2016-05-25,300.19476318359375,300.92037123405953,296.22516509825135,296.3105256501208,2157455
165,2016-05-26,301.2191162109375,303.9081898542598,296.8653531543774,300.49347939938474,5273432
166,2016-05-27,299.85321044921875,305.27405206631505,298.40196583693427,301.30445506150323,3075870
167,2016-05-30,303.8227844238281,304.9325869430406,300.7068793642218,301.43251613758645,2845695
168,2016-05-31,299.9813232421875,304.7618895456662,296.3531965622876,304.67652900065696,24281872
169,2016-06-01,310.0972900390625,311.0363135997734,300.74954680179326,301.8166255995043,3081625
170,2016-06-02,312.61566162109375,314.1522668896372,307.1521537390893,308.4753432151339,2604662
171,2016-06-03,305.7435607910156,312.18881571041004,303.35329246216094,311.5912341750078,3677399
172,2016-06-06,297.7190246582031,306.5118817924109,296.3958352882219,304.76183196526944,5264582
173,2016-06-07,298.0605163574219,300.57884002557716,296.4812163848592,297.71904531183054,4463323
174,2016-06-08,301.0483703613281,305.82896506367837,300.15201246793475,303.5667229696135,2654000
175,2016-06-09,299.85321044921875,304.2496390035773,298.6153816117076,303.4813075267419,1549979
176,2016-06-10,299.72515869140625,301.81665065235245,296.7373089034293,298.5300245574908,2180603
177,2016-06-13,292.2982177734375,299.2129995623901,291.5726098321204,297.33489426547135,2180335
178,2016-06-14,292.5116271972656,294.09092721358326,287.98714294442277,292.9811535112594,3358585
179,2016-06-15,300.4081115722656,301.2191088989089,296.22509859318,297.0787906393647,3259569
180,2016-06-16,295.7982482910156,300.4507583585353,291.316459278095,300.1093162493372,2614007
181,2016-06-17,304.7618408203125,306.3838354480716,294.048241396286,297.07878596383415,5592177
182,2016-06-20,311.1644592285156,312.4449830641288,302.0301290973107,303.90823457706097,3205939
183,2016-06-21,309.20098876953125,311.3351756611886,307.4509387526722,309.2436545854092,1615514
184,2016-06-22,309.9266052246094,313.29862118426837,308.04852880209984,310.69490790170966,2399688
185,2016-06-23,311.4205322265625,312.2315295944499,309.03023484461283,311.3351716895162,1405739
186,2016-06-24,303.7801513671875,307.32288836659404,297.6763669320691,304.7618698372619,2445195
187,2016-06-27,299.76788330078125,305.5728623963238,298.57272014131354,302.2008465292173,2697253
188,2016-06-28,304.84722900390625,306.0423921768908,300.32277355480073,300.7922709730665,3541398
189,2016-06-29,304.07891845703125,307.57898953339395,302.4142579089314,306.0423842438216,2469054
190,2016-06-30,313.1278991699219,315.85963880187103,303.43868292861805,305.61556459589667,4076692
191,2016-07-01,314.4510803222656,318.2926225001553,309.5851249698468,312.2741987130937,2907785
192,2016-07-04,318.7194519042969,320.8963045921183,314.92060447469794,316.3291545135013,1855655
193,2016-07-05,312.35955810546875,319.27433978158615,310.3961212079398,319.27433978158615,1559936
194,2016-07-07,310.18267822265625,316.96937513788583,309.58509669882335,311.59122814251936,2606039
195,2016-07-08,303.09716796875,309.2436173835215,301.3471181624213,307.9631227463977,1746867
196,2016-07-11,307.19482421875,312.3595558509621,305.65821892687205,312.3595558509621,2437511
197,2016-07-12,310.1400146484375,311.1644278322891,307.32288561944046,309.37171198714367,1333227
198,2016-07-13,310.4814758300781,312.4022468753828,306.554573203459,312.3595521541885,1609500
199,2016-07-14,313.2559509277344,313.89622729731025,308.90221614653046,310.3961558003643,1097465
200,2016-07-15,323.4573669433594,324.3537248931208,311.93273995524413,311.93273995524413,2814751
201,2016-07-18,309.5851135253906,324.3963659268021,308.2192293431778,324.1402843224208,3592796
202,2016-07-19,310.99371337890625,314.3230346175528,305.27409466035994,306.51192367058195,3552577
203,2016-07-20,310.2253723144531,313.2559171153921,308.47535120806583,310.9083144306968,2845114
204,2016-07-21,314.02423095703125,315.60353089843477,309.45705219905904,312.359541576131,2198453
205,2016-07-22,313.5973815917969,315.68890261878886,310.8229473692734,314.1522684363016,2559958
206,2016-07-25,317.5242919921875,318.24992883311035,309.9692917778533,310.7375944347026,1850765
207,2016-07-26,315.7315673828125,318.3779752455011,313.17054896236255,315.8596226397918,1862583
208,2016-07-27,318.0364990234375,322.0487621137701,314.49373332588874,316.45719905700815,2593217
209,2016-07-28,317.48162841796875,325.93301551574416,310.39612556707175,325.93301551574416,8216550
210,2016-07-29,309.0729064941406,317.48159806540275,307.70702237784644,317.48159806540275,4178023
211,2016-08-01,310.7375793457031,313.29859771296765,309.1155846661548,310.2680530486561,1775282
212,2016-08-02,305.44482421875,311.42055363115924,303.6094135610182,308.944895542006,3557285
213,2016-08-03,306.3411560058594,307.6643454802716,301.56059022830016,306.5972665190935,2491473
214,2016-08-04,312.6583251953125,314.79251181407363,301.3898105982137,307.1521231407814,3301158
215,2016-08-05,310.7375793457031,317.14013971705333,306.93873206185003,313.46934768752016,4259304
216,2016-08-08,300.1093444824219,311.5058864998823,298.18857345241804,309.8838917967223,5372323
217,2016-08-09,298.31658935546875,303.09718385582863,294.30432636530685,301.261773425429,5734542
218,2016-08-10,295.7555847167969,301.6886189440516,294.5177557682975,299.6398215412495,1704178
219,2016-08-11,296.83544921875,297.17826599462614,293.10732766370825,296.7497522798554,2758046
220,2016-08-12,298.0781555175781,299.10660584214907,294.90710760522546,295.03566752333404,2615030
221,2016-08-16,293.49298095703125,301.12061725717496,291.1361267179948,298.6780660869705,4152972
222,2016-08-17,296.23553466796875,299.53514275397725,294.3929197531664,294.3929197531664,3575486
223,2016-08-18,302.6633605957031,303.30616030540693,297.2640171560086,298.592421522225,2093475
224,2016-08-19,301.16351318359375,304.2488352055695,297.64964841830084,303.3918077595314,1895295
225,2016-08-22,300.13507080078125,302.5347593214872,296.6212059422417,300.8207043839255,983587
226,2016-08-23,303.177490234375,304.59159104144607,295.4212947306756,298.24952536511006,2546554
227,2016-08-24,302.19195556640625,307.1199212918396,299.96363202890046,303.391799763296,1809971
228,2016-08-25,296.5354919433594,303.39179836014335,294.9071050219782,301.0349439362581,3583163
229,2016-08-26,294.778564453125,298.335292322098,292.7216927072928,297.8210526204155,1250748
230,2016-08-29,293.6215515136719,298.0352773623016,287.322289968893,294.3928819627499,2828305
231,2016-08-30,284.4084167480469,294.90714931508336,281.7516081323658,293.75013890876346,4487274
232,2016-08-31,284.23699951171875,288.73645181101716,281.8372819453265,284.75121019436745,7103241
233,2016-09-01,266.4105529785156,284.83687375505843,258.3972367226683,282.82283620192345,39290697
234,2016-09-02,273.3097229003906,275.0666406377452,262.6824324814229,264.0965334626722,17010250
235,2016-09-06,275.5380554199219,276.6522027763093,267.9532517795767,273.309760707147,7841855
236,2016-09-07,274.38104248046875,276.30938335449724,270.9100405153373,272.96694131700764,3788590
237,2016-09-08,278.0234375,280.42315484425217,273.39542570337625,274.3810130157257,3819474
238,2016-09-09,276.05224609375,280.0374875181741,272.8383641865418,277.2521193292206,3280689
239,2016-09-12,272.5812683105469,275.9237394514312,269.19596320625027,272.45270837970895,3494956
240,2016-09-14,274.1239318847656,277.03785996692636,271.76704841506455,271.76704841506455,2224288
241,2016-09-15,276.5664978027344,278.5376726005727,271.5956688060303,273.4383126990393,2301243
242,2016-09-16,277.33782958984375,279.8232440994574,275.1952318753596,276.05225935303355,3584872
243,2016-09-19,277.8092041015625,278.5376716477328,275.1523667053615,276.8236167060149,1697274
244,2016-09-20,273.56683349609375,277.68063486701,272.281292332906,277.68063486701,3040194
245,2016-09-21,275.8379821777344,276.82359852886214,273.22400793483814,274.5952750144097,1845538
246,2016-09-22,280.2517395019531,281.06593296465184,276.5236179814566,277.3378114441553,1642721
247,2016-09-23,280.2088928222656,282.8228379475989,277.6806156108465,279.3946993965293,2369838
248,2016-09-26,274.55242919921875,281.70868905877904,273.481115956957,279.3946977271553,2391218
249,2016-09-27,269.7958679199219,275.8808437901595,269.1530973621677,275.8808437901595,2490305
250,2016-09-28,275.75225830078125,277.209222175414,266.6247953419224,268.72452971469767,3263576
251,2016-09-29,270.5672302246094,277.4235373748328,269.1959629905046,276.3950869492542,6941546
252,2016-09-30,269.1102294921875,271.2528269993879,264.0537040184421,270.6100564533167,6355157
253,2016-10-03,273.13836669921875,274.2525141735072,269.1102905967445,269.1102905967445,1672721
254,2016-10-04,277.6806640625,278.4091316608383,270.9100536928917,272.1098980420789,2908344
255,2016-10-05,275.70941162109375,279.5232589215767,274.76668730549346,275.96653144366473,1439691
256,2016-10-06,276.22369384765625,278.7519424250279,273.4811593715781,278.4948515831209,1741337
257,2016-10-07,273.7811279296875,278.0663233147766,271.8527871043675,276.4807992810757,1477152
258,2016-10-10,270.7386169433594,274.16675555000523,269.96725746207494,272.6240946280294,2687189
259,2016-10-13,262.896728515625,269.02456806185336,261.82544413078807,268.21037451719707,3440146
260,2016-10-14,261.7397155761719,263.88231334496413,259.1686040576812,263.88231334496413,5431236
261,2016-10-17,258.225830078125,262.12534508077476,253.89777238768218,261.73966536784934,3779712
262,2016-10-18,262.8110046386719,263.96801487197723,254.58343112906184,258.8257632907852,5102965
263,2016-10-19,263.0681457519531,265.2107434956867,260.5398682258217,262.8110258970212,5073975
264,2016-10-20,264.9107360839844,266.1106092821619,261.39687146697355,263.1966522439429,5290430
265,2016-10-21,265.4678039550781,266.8819339750971,261.91110545678123,266.8819339750971,2362713
266,2016-10-24,262.8110046386719,263.96801487197723,260.2398933582245,262.5538848045379,2185144
267,2016-10-25,267.2247314453125,267.7389420389202,258.56861612051347,260.111305941925,4024793
268,2016-10-26,272.28131103515625,276.73790047279493,269.7958964579193,269.96729034999765,6538988
269,2016-10-27,276.9093017578125,279.0947333227741,268.7674250530904,269.5816185276222,5615716
270,2016-10-28,273.266845703125,276.7807100152772,272.7526351058733,276.7807100152772,1566275
271,2016-11-01,272.0670471191406,274.85241544558284,271.0385967323852,272.5384238406076,2398681
272,2016-11-02,265.33929443359375,270.4815468189281,264.52512986534657,270.3958498675813,2221637
273,2016-11-03,264.7822265625,270.26729589456573,261.6540410967453,264.82508954927016,2989059
274,2016-11-04,262.8538818359375,266.15349018243796,260.5827529951536,265.467856525495,2376146
275,2016-11-07,261.9111328125,267.3104755904143,260.28274577457375,267.3104755904143,1847168
276,2016-11-08,261.3111572265625,262.89668104607364,257.96871572503386,262.7681211390464,1527704
277,2016-11-09,257.9687194824219,261.3968579651355,242.58487222572262,246.82721862808555,5669889
278,2016-11-10,264.52508544921875,269.1959312671144,259.8970735896533,261.3968715574489,3190980
279,2016-11-11,258.3115539550781,263.92515323363733,255.6975796822299,260.53984847476613,1886129
280,2016-11-15,259.3827819824219,261.31112228942277,251.96940350413936,259.68276473214297,3114405
281,2016-11-16,265.38214111328125,266.8391052778622,259.9399352224731,261.43976237024464,2746958
282,2016-11-17,254.6691131591797,270.48148868773694,252.95502939912143,266.88192730176235,4236589
283,2016-11-18,260.3255920410156,260.92552865125015,253.04077186087162,255.74044307648063,3641254
284,2016-11-21,256.6831359863281,261.8682209257069,254.92621837062703,260.8826337027598,1826207
285,2016-11-22,260.4969787597656,261.7825488834279,252.82647903661606,257.96873051096856,3327374
286,2016-11-23,257.5830383300781,264.1822534817721,256.38319422081344,261.78253624294746,1970256
287,2016-11-24,259.1685791015625,261.1397827887822,255.74044041378065,257.9687349138834,4795418
288,2016-11-25,257.9687194824219,262.2539143510355,255.95468195701483,259.5970772811296,2099139
289,2016-11-28,273.2240295410156,275.2809303230299,257.9687546251583,257.9687546251583,4886483
290,2016-11-29,278.4090576171875,279.39467384149003,271.5099181688301,274.9380564063425,4516337
291,2016-11-30,278.1948547363281,280.0803616038897,277.50922115181464,278.53767152858484,4993485
292,2016-12-01,272.7098388671875,278.36630192264994,268.7245969371341,277.68066827833314,7124295
293,2016-12-02,273.0526428222656,275.3666344975661,269.36738392295,269.9672915682315,1836012
294,2016-12-05,280.0375061035156,281.66589316531264,272.10988570847707,272.10988570847707,2481220
295,2016-12-06,281.8372802734375,284.49411767554307,278.3234153985683,280.166059289369,3142493
296,2016-12-07,281.2373352050781,287.06522051429715,278.62338988333744,282.56576837648356,2899591
297,2016-12-08,284.922607421875,286.25101150092866,281.45160582101664,283.50847738652374,2061325
298,2016-12-09,284.53692626953125,289.2078010324457,282.0515119957413,286.37956999605376,2646396
299,2016-12-12,282.0943603515625,282.82282779664683,279.86606602029985,282.3943141206802,775144
300,2016-12-13,282.82281494140625,283.6370083009121,279.39467666919825,279.39467666919825,1063869
301,2016-12-14,276.4808349609375,282.6086459990118,275.5380814072479,281.1945446887801,1481398
302,2016-12-15,272.924072265625,276.26654324909117,272.10987875553076,274.93811003986406,3073256
303,2016-12-16,265.89630126953125,273.9096171617363,264.35364045209207,273.39540656268815,4401700
304,2016-12-19,261.8253479003906,266.96756909825416,260.6254750060101,266.02481596985365,4126010
305,2016-12-20,259.29718017578125,262.89674233046566,256.3403886857757,262.25397166578676,3596096
306,2016-12-21,258.56866455078125,262.5539062237855,257.11170040565815,260.62556535106086,2651665
307,2016-12-22,250.46957397460938,257.9258153383376,248.7555195169815,256.6831084443829,3156188
308,2016-12-23,253.29788208007812,254.66914928263165,249.52692629335567,253.16932215230128,2047449
